10178221,HY366678,08/02/15 23:58,042XX W MADISON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,41.88076873,-87.73136165
10178234,HY366669,08/02/15 23:55,035XX W VAN BUREN ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,TRUE,TRUE,41.87530121,-87.71414439
10181024,HY367638,08/02/15 23:47,069XX S WINCHESTER AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER,FALSE,FALSE,41.76792578,-87.67225279
10178323,HY366697,08/02/15 23:45,045XX S SAWYER AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,41.81151147,-87.70517785
10178252,HY366660,08/02/15 23:45,041XX W GRENSHAW ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,TRUE,41.86713278,-87.72931615
10178286,HY366712,08/02/15 23:45,043XX N KENMORE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,41.9615215,-87.65618446
10178357,HY366662,08/02/15 23:41,025XX W LAWRENCE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,41.96870273,-87.69147181
10178260,HY366716,08/02/15 23:38,065XX S SEELEY AVE,1340,CRIMINAL DAMAGE,TO STATE SUP PROP,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,41.77425422,-87.67513531
10178233,HY366661,08/02/15 23:32,064XX S LOWE AVE,497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,TRUE,TRUE,41.77720468,-87.64065374
10178943,HY366951,08/02/15 23:30,062XX W ROSCOE ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,41.94216025,-87.78166666
10179727,HY367927,08/02/15 23:30,012XX W GRAND AVE,497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,FALSE,TRUE,41.89117935,-87.65860268
